{'eval_loss': 2.9983527660369873, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.05151354221986192, 'eval_runtime': 8.9602, 'eval_samples_per_second': 840.606, 'eval_steps_per_second': 52.566}
{'eval_loss': 2.472212314605713, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.34519383961763145, 'eval_runtime': 9.1514, 'eval_samples_per_second': 823.047, 'eval_steps_per_second': 51.468}
{'eval_loss': 2.4570343494415283, 'eval_model_preparation_time': 0.0031, 'eval_acc': 0.3424057355284121, 'eval_runtime': 9.1397, 'eval_samples_per_second': 824.101, 'eval_steps_per_second': 51.534}
{'eval_loss': 2.4406533241271973, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.3591343600637281, 'eval_runtime': 9.0994, 'eval_samples_per_second': 827.749, 'eval_steps_per_second': 51.762}
{'eval_loss': 2.4253828525543213, 'eval_model_preparation_time': 0.0025, 'eval_acc': 0.34466277217206587, 'eval_runtime': 9.0714, 'eval_samples_per_second': 830.3, 'eval_steps_per_second': 51.921}
{'eval_loss': 2.4134178161621094, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.36112586298459903, 'eval_runtime': 9.0548, 'eval_samples_per_second': 831.82, 'eval_steps_per_second': 52.016}
{'eval_loss': 2.396801710128784, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.3657727031332979, 'eval_runtime': 9.0081, 'eval_samples_per_second': 836.138, 'eval_steps_per_second': 52.286}
{'eval_loss': 2.3852453231811523, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.38090812533191715, 'eval_runtime': 8.9754, 'eval_samples_per_second': 839.184, 'eval_steps_per_second': 52.477}
{'eval_loss': 2.371605396270752, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.3706850770047796, 'eval_runtime': 9.0207, 'eval_samples_per_second': 834.969, 'eval_steps_per_second': 52.213}
{'eval_loss': 2.3580288887023926, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.3793149229952204, 'eval_runtime': 9.0361, 'eval_samples_per_second': 833.546, 'eval_steps_per_second': 52.124}
{'eval_loss': 2.345130681991577, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.37692511949017526, 'eval_runtime': 9.1222, 'eval_samples_per_second': 825.677, 'eval_steps_per_second': 51.632}
{'eval_loss': 2.3359344005584717, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.38582049920339884, 'eval_runtime': 9.1199, 'eval_samples_per_second': 825.884, 'eval_steps_per_second': 51.645}
{'eval_loss': 2.326324462890625, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.3874137015400956, 'eval_runtime': 9.082, 'eval_samples_per_second': 829.334, 'eval_steps_per_second': 51.861}
{'eval_loss': 2.313364267349243, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.3912639405204461, 'eval_runtime': 9.0797, 'eval_samples_per_second': 829.545, 'eval_steps_per_second': 51.874}
{'eval_loss': 2.302767276763916, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.39710568242166755, 'eval_runtime': 9.0561, 'eval_samples_per_second': 831.704, 'eval_steps_per_second': 52.009}
{'eval_loss': 2.2968263626098633, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.3750663834306957, 'eval_runtime': 9.0899, 'eval_samples_per_second': 828.608, 'eval_steps_per_second': 51.816}
{'eval_loss': 2.282864570617676, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4002920870950611, 'eval_runtime': 9.0491, 'eval_samples_per_second': 832.353, 'eval_steps_per_second': 52.05}
{'eval_loss': 2.273080348968506, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4028146574614976, 'eval_runtime': 9.1078, 'eval_samples_per_second': 826.986, 'eval_steps_per_second': 51.714}
{'eval_loss': 2.2663402557373047, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.403611258629846, 'eval_runtime': 9.1748, 'eval_samples_per_second': 820.946, 'eval_steps_per_second': 51.336}
{'eval_loss': 2.2585811614990234, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.3955124800849708, 'eval_runtime': 9.1726, 'eval_samples_per_second': 821.142, 'eval_steps_per_second': 51.349}
{'eval_loss': 2.2515594959259033, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4079925650557621, 'eval_runtime': 9.0828, 'eval_samples_per_second': 829.257, 'eval_steps_per_second': 51.856}
{'eval_loss': 2.2427258491516113, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.41064790228359, 'eval_runtime': 9.0318, 'eval_samples_per_second': 833.945, 'eval_steps_per_second': 52.149}
{'eval_loss': 2.234851598739624, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.4142326075411577, 'eval_runtime': 9.0046, 'eval_samples_per_second': 836.459, 'eval_steps_per_second': 52.306}
{'eval_loss': 2.225029945373535, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.41609134360063726, 'eval_runtime': 9.0282, 'eval_samples_per_second': 834.274, 'eval_steps_per_second': 52.17}
{'eval_loss': 2.2200112342834473, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.4198088157195964, 'eval_runtime': 9.1, 'eval_samples_per_second': 827.695, 'eval_steps_per_second': 51.758}
{'eval_loss': 2.2139906883239746, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.42246415294742434, 'eval_runtime': 9.0568, 'eval_samples_per_second': 831.64, 'eval_steps_per_second': 52.005}
{'eval_loss': 2.206186056137085, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4227296866702071, 'eval_runtime': 9.1364, 'eval_samples_per_second': 824.392, 'eval_steps_per_second': 51.552}
{'eval_loss': 2.1959452629089355, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4235262878385555, 'eval_runtime': 9.1824, 'eval_samples_per_second': 820.265, 'eval_steps_per_second': 51.294}
{'eval_loss': 2.1885640621185303, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4445034519383962, 'eval_runtime': 9.1808, 'eval_samples_per_second': 820.41, 'eval_steps_per_second': 51.303}
{'eval_loss': 2.187662124633789, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.42100371747211895, 'eval_runtime': 9.1269, 'eval_samples_per_second': 825.256, 'eval_steps_per_second': 51.606}
{'eval_loss': 2.1776793003082275, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4368029739776952, 'eval_runtime': 9.0989, 'eval_samples_per_second': 827.797, 'eval_steps_per_second': 51.765}
{'eval_loss': 2.1747472286224365, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.4318906001062135, 'eval_runtime': 9.1011, 'eval_samples_per_second': 827.594, 'eval_steps_per_second': 51.752}
{'eval_loss': 2.170311212539673, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.43653744025491237, 'eval_runtime': 9.0608, 'eval_samples_per_second': 831.275, 'eval_steps_per_second': 51.982}
{'eval_loss': 2.1604156494140625, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4318906001062135, 'eval_runtime': 9.0577, 'eval_samples_per_second': 831.558, 'eval_steps_per_second': 52.0}
{'eval_loss': 2.154524803161621, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.4368029739776952, 'eval_runtime': 9.08, 'eval_samples_per_second': 829.516, 'eval_steps_per_second': 51.872}
{'eval_loss': 2.1502513885498047, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.44569835369091876, 'eval_runtime': 9.2476, 'eval_samples_per_second': 814.48, 'eval_steps_per_second': 50.932}
{'eval_loss': 2.1438026428222656, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.44702602230483274, 'eval_runtime': 9.2865, 'eval_samples_per_second': 811.073, 'eval_steps_per_second': 50.719}
{'eval_loss': 2.138810634613037, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.4565852363250133, 'eval_runtime': 9.1927, 'eval_samples_per_second': 819.345, 'eval_steps_per_second': 51.236}
{'eval_loss': 2.135659694671631, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4382634094530005, 'eval_runtime': 9.1516, 'eval_samples_per_second': 823.026, 'eval_steps_per_second': 51.466}
{'eval_loss': 2.129411458969116, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4557886351566649, 'eval_runtime': 9.0766, 'eval_samples_per_second': 829.829, 'eval_steps_per_second': 51.892}
{'eval_loss': 2.1239709854125977, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4528677642060542, 'eval_runtime': 9.0665, 'eval_samples_per_second': 830.75, 'eval_steps_per_second': 51.949}
{'eval_loss': 2.1184167861938477, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4523366967604886, 'eval_runtime': 9.0802, 'eval_samples_per_second': 829.497, 'eval_steps_per_second': 51.871}
{'eval_loss': 2.114003896713257, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4579129049389272, 'eval_runtime': 9.0396, 'eval_samples_per_second': 833.225, 'eval_steps_per_second': 52.104}
{'eval_loss': 2.1098616123199463, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4642857142857143, 'eval_runtime': 9.1444, 'eval_samples_per_second': 823.674, 'eval_steps_per_second': 51.507}
{'eval_loss': 2.1057283878326416, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.46163037705788634, 'eval_runtime': 9.2866, 'eval_samples_per_second': 811.065, 'eval_steps_per_second': 50.719}
{'eval_loss': 2.1014838218688965, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4649495485926713, 'eval_runtime': 9.2184, 'eval_samples_per_second': 817.06, 'eval_steps_per_second': 51.093}
{'eval_loss': 2.103123903274536, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4552575677110993, 'eval_runtime': 9.1842, 'eval_samples_per_second': 820.1, 'eval_steps_per_second': 51.283}
{'eval_loss': 2.0932509899139404, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.46879978757302176, 'eval_runtime': 9.0958, 'eval_samples_per_second': 828.077, 'eval_steps_per_second': 51.782}
{'eval_loss': 2.0864760875701904, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.4834041423260754, 'eval_runtime': 9.067, 'eval_samples_per_second': 830.707, 'eval_steps_per_second': 51.947}
{'eval_loss': 2.08298659324646, 'eval_model_preparation_time': 0.0025, 'eval_acc': 0.46733935209771643, 'eval_runtime': 9.0301, 'eval_samples_per_second': 834.099, 'eval_steps_per_second': 52.159}
{'eval_loss': 2.077878952026367, 'eval_model_preparation_time': 0.0025, 'eval_acc': 0.4727827934147637, 'eval_runtime': 9.0152, 'eval_samples_per_second': 835.479, 'eval_steps_per_second': 52.245}
{'eval_loss': 2.0715062618255615, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.49030801911842803, 'eval_runtime': 8.998, 'eval_samples_per_second': 837.077, 'eval_steps_per_second': 52.345}
{'eval_loss': 2.0692849159240723, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.4802177376526819, 'eval_runtime': 9.0469, 'eval_samples_per_second': 832.552, 'eval_steps_per_second': 52.062}
{'eval_loss': 2.0675618648529053, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.4718534253850239, 'eval_runtime': 9.0925, 'eval_samples_per_second': 828.377, 'eval_steps_per_second': 51.801}
{'eval_loss': 2.0621609687805176, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.498672331386086, 'eval_runtime': 9.1079, 'eval_samples_per_second': 826.976, 'eval_steps_per_second': 51.713}
{'eval_loss': 2.056281328201294, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.49800849707912903, 'eval_runtime': 9.1045, 'eval_samples_per_second': 827.284, 'eval_steps_per_second': 51.733}
{'eval_loss': 2.0513789653778076, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.485926712692512, 'eval_runtime': 9.1333, 'eval_samples_per_second': 824.676, 'eval_steps_per_second': 51.57}
{'eval_loss': 2.0488901138305664, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.491635687732342, 'eval_runtime': 9.175, 'eval_samples_per_second': 820.93, 'eval_steps_per_second': 51.335}
{'eval_loss': 2.0472171306610107, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.49336165693043016, 'eval_runtime': 9.0756, 'eval_samples_per_second': 829.918, 'eval_steps_per_second': 51.897}
{'eval_loss': 2.039137125015259, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.49747742963356345, 'eval_runtime': 9.0654, 'eval_samples_per_second': 830.849, 'eval_steps_per_second': 51.956}
{'eval_loss': 2.035787582397461, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4950876261285183, 'eval_runtime': 9.0962, 'eval_samples_per_second': 828.034, 'eval_steps_per_second': 51.78}
{'eval_loss': 2.0302107334136963, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.5058417419012214, 'eval_runtime': 9.1726, 'eval_samples_per_second': 821.145, 'eval_steps_per_second': 51.349}
{'eval_loss': 2.0255675315856934, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.4997344662772172, 'eval_runtime': 9.1394, 'eval_samples_per_second': 824.129, 'eval_steps_per_second': 51.535}
{'eval_loss': 2.0277962684631348, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4978757302177377, 'eval_runtime': 9.0283, 'eval_samples_per_second': 834.265, 'eval_steps_per_second': 52.169}
{'eval_loss': 2.018761157989502, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.49747742963356345, 'eval_runtime': 9.0006, 'eval_samples_per_second': 836.833, 'eval_steps_per_second': 52.33}
{'eval_loss': 2.0142266750335693, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5074349442379182, 'eval_runtime': 8.9762, 'eval_samples_per_second': 839.111, 'eval_steps_per_second': 52.472}
{'eval_loss': 2.0093138217926025, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.5157992565055762, 'eval_runtime': 8.9562, 'eval_samples_per_second': 840.981, 'eval_steps_per_second': 52.589}
{'eval_loss': 2.0068702697753906, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5134094530005311, 'eval_runtime': 8.9766, 'eval_samples_per_second': 839.075, 'eval_steps_per_second': 52.47}
{'eval_loss': 2.0030105113983154, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.512745618693574, 'eval_runtime': 8.9809, 'eval_samples_per_second': 838.673, 'eval_steps_per_second': 52.445}
{'eval_loss': 1.9987826347351074, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5292087095061073, 'eval_runtime': 9.0576, 'eval_samples_per_second': 831.565, 'eval_steps_per_second': 52.0}
{'eval_loss': 1.9964028596878052, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.5144715878916623, 'eval_runtime': 9.1132, 'eval_samples_per_second': 826.495, 'eval_steps_per_second': 51.683}
{'eval_loss': 1.987014889717102, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.5228359001593202, 'eval_runtime': 9.1396, 'eval_samples_per_second': 824.103, 'eval_steps_per_second': 51.534}
{'eval_loss': 1.9869227409362793, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5313329792883696, 'eval_runtime': 9.1611, 'eval_samples_per_second': 822.168, 'eval_steps_per_second': 51.413}
{'eval_loss': 1.9837687015533447, 'eval_model_preparation_time': 0.0044, 'eval_acc': 0.5245618693574083, 'eval_runtime': 9.12, 'eval_samples_per_second': 825.878, 'eval_steps_per_second': 51.645}
{'eval_loss': 1.9810339212417603, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5293414763674986, 'eval_runtime': 9.1392, 'eval_samples_per_second': 824.141, 'eval_steps_per_second': 51.536}
{'eval_loss': 1.9776780605316162, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5220392989909719, 'eval_runtime': 9.0768, 'eval_samples_per_second': 829.807, 'eval_steps_per_second': 51.89}
{'eval_loss': 1.9769947528839111, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5337227827934148, 'eval_runtime': 9.0667, 'eval_samples_per_second': 830.736, 'eval_steps_per_second': 51.949}
{'eval_loss': 1.9692115783691406, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.536510886882634, 'eval_runtime': 9.0842, 'eval_samples_per_second': 829.129, 'eval_steps_per_second': 51.848}
{'eval_loss': 1.9673107862472534, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5273499734466277, 'eval_runtime': 9.1508, 'eval_samples_per_second': 823.099, 'eval_steps_per_second': 51.471}
{'eval_loss': 1.964752197265625, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5331917153478491, 'eval_runtime': 9.1157, 'eval_samples_per_second': 826.269, 'eval_steps_per_second': 51.669}
{'eval_loss': 1.966169834136963, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5280138077535848, 'eval_runtime': 9.0009, 'eval_samples_per_second': 836.801, 'eval_steps_per_second': 52.328}
{'eval_loss': 1.9559884071350098, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5293414763674986, 'eval_runtime': 9.0386, 'eval_samples_per_second': 833.315, 'eval_steps_per_second': 52.11}
