{'eval_loss': 2.9922475814819336, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.05483271375464684, 'eval_runtime': 8.5948, 'eval_samples_per_second': 876.347, 'eval_steps_per_second': 54.801}
{'eval_loss': 1.8259546756744385, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.56558682952735, 'eval_runtime': 9.097, 'eval_samples_per_second': 827.968, 'eval_steps_per_second': 51.775}
{'eval_loss': 1.8255434036254883, 'eval_model_preparation_time': 0.0035, 'eval_acc': 0.5621348911311737, 'eval_runtime': 9.124, 'eval_samples_per_second': 825.514, 'eval_steps_per_second': 51.622}
{'eval_loss': 1.8131368160247803, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5667817312798725, 'eval_runtime': 9.146, 'eval_samples_per_second': 823.528, 'eval_steps_per_second': 51.498}
{'eval_loss': 1.8144577741622925, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.5624004248539565, 'eval_runtime': 8.9908, 'eval_samples_per_second': 837.745, 'eval_steps_per_second': 52.387}
{'eval_loss': 1.802973985671997, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.5670472650026553, 'eval_runtime': 9.0579, 'eval_samples_per_second': 831.538, 'eval_steps_per_second': 51.999}
{'eval_loss': 1.7985999584197998, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.5685077004779607, 'eval_runtime': 8.9451, 'eval_samples_per_second': 842.026, 'eval_steps_per_second': 52.655}
{'eval_loss': 1.7892593145370483, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5767392458842273, 'eval_runtime': 8.9825, 'eval_samples_per_second': 838.519, 'eval_steps_per_second': 52.435}
{'eval_loss': 1.7826228141784668, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5784652150823154, 'eval_runtime': 9.1319, 'eval_samples_per_second': 824.805, 'eval_steps_per_second': 51.578}
{'eval_loss': 1.7745766639709473, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5870950610727562, 'eval_runtime': 9.1237, 'eval_samples_per_second': 825.544, 'eval_steps_per_second': 51.624}
{'eval_loss': 1.769769549369812, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5827137546468402, 'eval_runtime': 8.991, 'eval_samples_per_second': 837.73, 'eval_steps_per_second': 52.386}
{'eval_loss': 1.764502763748169, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5861656930430165, 'eval_runtime': 8.9229, 'eval_samples_per_second': 844.123, 'eval_steps_per_second': 52.786}
{'eval_loss': 1.7571122646331787, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5855018587360595, 'eval_runtime': 8.8802, 'eval_samples_per_second': 848.18, 'eval_steps_per_second': 53.039}
{'eval_loss': 1.7574846744537354, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5889537971322358, 'eval_runtime': 8.8365, 'eval_samples_per_second': 852.376, 'eval_steps_per_second': 53.302}
{'eval_loss': 1.748253583908081, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.5921402018056293, 'eval_runtime': 8.8674, 'eval_samples_per_second': 849.4, 'eval_steps_per_second': 53.116}
{'eval_loss': 1.7505035400390625, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.5894848645778014, 'eval_runtime': 8.8602, 'eval_samples_per_second': 850.095, 'eval_steps_per_second': 53.159}
{'eval_loss': 1.7506173849105835, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.5812533191715348, 'eval_runtime': 8.9148, 'eval_samples_per_second': 844.892, 'eval_steps_per_second': 52.834}
{'eval_loss': 1.7434937953948975, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5890865639936272, 'eval_runtime': 9.066, 'eval_samples_per_second': 830.8, 'eval_steps_per_second': 51.953}
{'eval_loss': 1.73933744430542, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5929368029739777, 'eval_runtime': 9.0928, 'eval_samples_per_second': 828.344, 'eval_steps_per_second': 51.799}
{'eval_loss': 1.7385890483856201, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5896176314391928, 'eval_runtime': 9.0095, 'eval_samples_per_second': 836.011, 'eval_steps_per_second': 52.278}
{'eval_loss': 1.7268811464309692, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5918746680828465, 'eval_runtime': 8.9005, 'eval_samples_per_second': 846.248, 'eval_steps_per_second': 52.919}
{'eval_loss': 1.7300629615783691, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.5881571959638874, 'eval_runtime': 8.8628, 'eval_samples_per_second': 849.848, 'eval_steps_per_second': 53.144}
{'eval_loss': 1.7288614511489868, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5889537971322358, 'eval_runtime': 8.8295, 'eval_samples_per_second': 853.049, 'eval_steps_per_second': 53.344}
{'eval_loss': 1.7188451290130615, 'eval_model_preparation_time': 0.0055, 'eval_acc': 0.5954593733404142, 'eval_runtime': 8.8716, 'eval_samples_per_second': 848.997, 'eval_steps_per_second': 53.09}
{'eval_loss': 1.7213317155838013, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.5898831651619756, 'eval_runtime': 8.8433, 'eval_samples_per_second': 851.721, 'eval_steps_per_second': 53.261}
{'eval_loss': 1.7112395763397217, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.5993096123207647, 'eval_runtime': 8.9205, 'eval_samples_per_second': 844.343, 'eval_steps_per_second': 52.799}
{'eval_loss': 1.706517219543457, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.596388741370154, 'eval_runtime': 9.0156, 'eval_samples_per_second': 835.441, 'eval_steps_per_second': 52.243}
{'eval_loss': 1.7127410173416138, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.5942644715878916, 'eval_runtime': 8.9885, 'eval_samples_per_second': 837.958, 'eval_steps_per_second': 52.4}
{'eval_loss': 1.71193528175354, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.5924057355284121, 'eval_runtime': 8.9453, 'eval_samples_per_second': 842.01, 'eval_steps_per_second': 52.654}
{'eval_loss': 1.7014905214309692, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6002389803505045, 'eval_runtime': 8.8959, 'eval_samples_per_second': 846.678, 'eval_steps_per_second': 52.945}
{'eval_loss': 1.6983312368392944, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6014338821030271, 'eval_runtime': 8.8623, 'eval_samples_per_second': 849.892, 'eval_steps_per_second': 53.146}
{'eval_loss': 1.6890665292739868, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6043547530536378, 'eval_runtime': 8.8864, 'eval_samples_per_second': 847.587, 'eval_steps_per_second': 53.002}
{'eval_loss': 1.6956630945205688, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.6024960169941582, 'eval_runtime': 8.8889, 'eval_samples_per_second': 847.346, 'eval_steps_per_second': 52.987}
{'eval_loss': 1.6924692392349243, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.6028943175783325, 'eval_runtime': 8.8607, 'eval_samples_per_second': 850.043, 'eval_steps_per_second': 53.156}
{'eval_loss': 1.685336947441101, 'eval_model_preparation_time': 0.0025, 'eval_acc': 0.6035581518852894, 'eval_runtime': 8.9342, 'eval_samples_per_second': 843.055, 'eval_steps_per_second': 52.719}
{'eval_loss': 1.684913158416748, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5987785448751991, 'eval_runtime': 8.9563, 'eval_samples_per_second': 840.969, 'eval_steps_per_second': 52.588}
{'eval_loss': 1.679641604423523, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6056824216675518, 'eval_runtime': 8.9594, 'eval_samples_per_second': 840.677, 'eval_steps_per_second': 52.57}
{'eval_loss': 1.6729215383529663, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6072756240042485, 'eval_runtime': 8.9677, 'eval_samples_per_second': 839.902, 'eval_steps_per_second': 52.522}
{'eval_loss': 1.6762580871582031, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.6036909187466808, 'eval_runtime': 8.9442, 'eval_samples_per_second': 842.112, 'eval_steps_per_second': 52.66}
{'eval_loss': 1.6716657876968384, 'eval_model_preparation_time': 0.0028, 'eval_acc': 0.6075411577270313, 'eval_runtime': 8.9326, 'eval_samples_per_second': 843.206, 'eval_steps_per_second': 52.728}
{'eval_loss': 1.6739284992218018, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6039564524694636, 'eval_runtime': 8.9186, 'eval_samples_per_second': 844.527, 'eval_steps_per_second': 52.811}
{'eval_loss': 1.6711153984069824, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.604089219330855, 'eval_runtime': 8.9446, 'eval_samples_per_second': 842.072, 'eval_steps_per_second': 52.657}
{'eval_loss': 1.6665118932724, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6091343600637281, 'eval_runtime': 8.9956, 'eval_samples_per_second': 837.297, 'eval_steps_per_second': 52.359}
{'eval_loss': 1.6655298471450806, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6107275624004248, 'eval_runtime': 9.0841, 'eval_samples_per_second': 829.137, 'eval_steps_per_second': 51.849}
{'eval_loss': 1.6626389026641846, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.609798194370685, 'eval_runtime': 9.0337, 'eval_samples_per_second': 833.771, 'eval_steps_per_second': 52.138}
{'eval_loss': 1.6639920473098755, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.6096654275092936, 'eval_runtime': 8.977, 'eval_samples_per_second': 839.037, 'eval_steps_per_second': 52.468}
{'eval_loss': 1.6561282873153687, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6123207647371216, 'eval_runtime': 8.9256, 'eval_samples_per_second': 843.863, 'eval_steps_per_second': 52.769}
{'eval_loss': 1.6561208963394165, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6115241635687733, 'eval_runtime': 8.9573, 'eval_samples_per_second': 840.881, 'eval_steps_per_second': 52.583}
{'eval_loss': 1.6539978981018066, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6090015932023367, 'eval_runtime': 8.9875, 'eval_samples_per_second': 838.05, 'eval_steps_per_second': 52.406}
{'eval_loss': 1.6587598323822021, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.6103292618162507, 'eval_runtime': 8.9911, 'eval_samples_per_second': 837.715, 'eval_steps_per_second': 52.385}
{'eval_loss': 1.6543055772781372, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6107275624004248, 'eval_runtime': 8.9707, 'eval_samples_per_second': 839.622, 'eval_steps_per_second': 52.504}
{'eval_loss': 1.6481032371520996, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6136484333510356, 'eval_runtime': 9.0089, 'eval_samples_per_second': 836.066, 'eval_steps_per_second': 52.282}
{'eval_loss': 1.6496330499649048, 'eval_model_preparation_time': 0.003, 'eval_acc': 0.6116569304301647, 'eval_runtime': 9.0154, 'eval_samples_per_second': 835.455, 'eval_steps_per_second': 52.244}
{'eval_loss': 1.648708462715149, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6091343600637281, 'eval_runtime': 8.98, 'eval_samples_per_second': 838.756, 'eval_steps_per_second': 52.45}
{'eval_loss': 1.6430046558380127, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6125862984599044, 'eval_runtime': 8.977, 'eval_samples_per_second': 839.033, 'eval_steps_per_second': 52.467}
{'eval_loss': 1.6478606462478638, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6121879978757302, 'eval_runtime': 8.9815, 'eval_samples_per_second': 838.612, 'eval_steps_per_second': 52.441}
{'eval_loss': 1.6428934335708618, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6133828996282528, 'eval_runtime': 8.9424, 'eval_samples_per_second': 842.277, 'eval_steps_per_second': 52.67}
