{'eval_loss': 2.9915521144866943, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.056691449814126396, 'eval_runtime': 8.637, 'eval_samples_per_second': 872.066, 'eval_steps_per_second': 54.533}
{'eval_loss': 2.0417442321777344, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4739776951672863, 'eval_runtime': 8.7638, 'eval_samples_per_second': 859.448, 'eval_steps_per_second': 53.744}
{'eval_loss': 2.026353597640991, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4512745618693574, 'eval_runtime': 8.7632, 'eval_samples_per_second': 859.508, 'eval_steps_per_second': 53.748}
{'eval_loss': 2.0129618644714355, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4593733404142326, 'eval_runtime': 8.8026, 'eval_samples_per_second': 855.655, 'eval_steps_per_second': 53.507}
{'eval_loss': 1.9907565116882324, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.4766330323951142, 'eval_runtime': 8.7968, 'eval_samples_per_second': 856.224, 'eval_steps_per_second': 53.542}
{'eval_loss': 1.9703359603881836, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.4877854487519915, 'eval_runtime': 8.7086, 'eval_samples_per_second': 864.893, 'eval_steps_per_second': 54.085}
{'eval_loss': 1.95562744140625, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.49907063197026025, 'eval_runtime': 8.7331, 'eval_samples_per_second': 862.468, 'eval_steps_per_second': 53.933}
{'eval_loss': 1.9383562803268433, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.4952203929899097, 'eval_runtime': 8.6951, 'eval_samples_per_second': 866.237, 'eval_steps_per_second': 54.169}
{'eval_loss': 1.9251106977462769, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5161975570897503, 'eval_runtime': 8.6654, 'eval_samples_per_second': 869.201, 'eval_steps_per_second': 54.354}
{'eval_loss': 1.9075465202331543, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5296070100902814, 'eval_runtime': 8.6916, 'eval_samples_per_second': 866.588, 'eval_steps_per_second': 54.191}
{'eval_loss': 1.8926396369934082, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5373074880509825, 'eval_runtime': 8.7861, 'eval_samples_per_second': 857.259, 'eval_steps_per_second': 53.607}
{'eval_loss': 1.880351185798645, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5410249601699416, 'eval_runtime': 8.9141, 'eval_samples_per_second': 844.953, 'eval_steps_per_second': 52.838}
{'eval_loss': 1.8693288564682007, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.54182156133829, 'eval_runtime': 8.8664, 'eval_samples_per_second': 849.496, 'eval_steps_per_second': 53.122}
{'eval_loss': 1.85994553565979, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5416887944768985, 'eval_runtime': 8.8707, 'eval_samples_per_second': 849.086, 'eval_steps_per_second': 53.096}
{'eval_loss': 1.8470126390457153, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5511152416356877, 'eval_runtime': 8.8186, 'eval_samples_per_second': 854.102, 'eval_steps_per_second': 53.41}
{'eval_loss': 1.8358871936798096, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5613382899628253, 'eval_runtime': 8.7321, 'eval_samples_per_second': 862.568, 'eval_steps_per_second': 53.939}
{'eval_loss': 1.8237775564193726, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.5606744556558683, 'eval_runtime': 8.689, 'eval_samples_per_second': 866.841, 'eval_steps_per_second': 54.206}
{'eval_loss': 1.8181926012039185, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5618693574083908, 'eval_runtime': 8.7554, 'eval_samples_per_second': 860.273, 'eval_steps_per_second': 53.796}
{'eval_loss': 1.806118369102478, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5690387679235263, 'eval_runtime': 8.749, 'eval_samples_per_second': 860.899, 'eval_steps_per_second': 53.835}
{'eval_loss': 1.7953814268112183, 'eval_model_preparation_time': 0.003, 'eval_acc': 0.572623473181094, 'eval_runtime': 8.895, 'eval_samples_per_second': 846.77, 'eval_steps_per_second': 52.951}
{'eval_loss': 1.792881965637207, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5698353690918747, 'eval_runtime': 8.7802, 'eval_samples_per_second': 857.839, 'eval_steps_per_second': 53.643}
{'eval_loss': 1.7786314487457275, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5740839086563994, 'eval_runtime': 8.8238, 'eval_samples_per_second': 853.597, 'eval_steps_per_second': 53.378}
{'eval_loss': 1.7728662490844727, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5750132766861391, 'eval_runtime': 8.8173, 'eval_samples_per_second': 854.229, 'eval_steps_per_second': 53.418}
{'eval_loss': 1.76423180103302, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.5760754115772703, 'eval_runtime': 8.8877, 'eval_samples_per_second': 847.462, 'eval_steps_per_second': 52.994}
{'eval_loss': 1.7553375959396362, 'eval_model_preparation_time': 0.003, 'eval_acc': 0.5787307488050982, 'eval_runtime': 8.8369, 'eval_samples_per_second': 852.332, 'eval_steps_per_second': 53.299}
{'eval_loss': 1.7494759559631348, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5800584174190122, 'eval_runtime': 8.8881, 'eval_samples_per_second': 847.422, 'eval_steps_per_second': 52.992}
{'eval_loss': 1.7422840595245361, 'eval_model_preparation_time': 0.0037, 'eval_acc': 0.5832448220924057, 'eval_runtime': 8.8606, 'eval_samples_per_second': 850.055, 'eval_steps_per_second': 53.157}
{'eval_loss': 1.7377210855484009, 'eval_model_preparation_time': 0.003, 'eval_acc': 0.5817843866171004, 'eval_runtime': 8.9256, 'eval_samples_per_second': 843.867, 'eval_steps_per_second': 52.77}
{'eval_loss': 1.7260236740112305, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5872278279341476, 'eval_runtime': 8.864, 'eval_samples_per_second': 849.729, 'eval_steps_per_second': 53.136}
{'eval_loss': 1.7267158031463623, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.5847052575677111, 'eval_runtime': 8.9246, 'eval_samples_per_second': 843.96, 'eval_steps_per_second': 52.776}
{'eval_loss': 1.7136094570159912, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5897503983005842, 'eval_runtime': 8.8259, 'eval_samples_per_second': 853.397, 'eval_steps_per_second': 53.366}
{'eval_loss': 1.7143303155899048, 'eval_model_preparation_time': 0.0033, 'eval_acc': 0.5888210302708444, 'eval_runtime': 8.8545, 'eval_samples_per_second': 850.638, 'eval_steps_per_second': 53.193}
{'eval_loss': 1.7070955038070679, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5908125331917153, 'eval_runtime': 8.7867, 'eval_samples_per_second': 857.2, 'eval_steps_per_second': 53.603}
{'eval_loss': 1.7071805000305176, 'eval_model_preparation_time': 0.0031, 'eval_acc': 0.5942644715878916, 'eval_runtime': 8.8123, 'eval_samples_per_second': 854.71, 'eval_steps_per_second': 53.448}
{'eval_loss': 1.6970114707946777, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.5938661710037175, 'eval_runtime': 8.7517, 'eval_samples_per_second': 860.635, 'eval_steps_per_second': 53.818}
{'eval_loss': 1.6921979188919067, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.596388741370154, 'eval_runtime': 8.8098, 'eval_samples_per_second': 854.961, 'eval_steps_per_second': 53.463}
{'eval_loss': 1.6852792501449585, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6024960169941582, 'eval_runtime': 8.8833, 'eval_samples_per_second': 847.884, 'eval_steps_per_second': 53.021}
{'eval_loss': 1.6846541166305542, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.5987785448751991, 'eval_runtime': 8.7515, 'eval_samples_per_second': 860.655, 'eval_steps_per_second': 53.82}
{'eval_loss': 1.6778250932693481, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6016994158258099, 'eval_runtime': 8.7341, 'eval_samples_per_second': 862.371, 'eval_steps_per_second': 53.927}
{'eval_loss': 1.6744569540023804, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.602761550716941, 'eval_runtime': 8.6765, 'eval_samples_per_second': 868.095, 'eval_steps_per_second': 54.285}
{'eval_loss': 1.6722310781478882, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6058151885289432, 'eval_runtime': 8.6683, 'eval_samples_per_second': 868.911, 'eval_steps_per_second': 54.336}
{'eval_loss': 1.6695549488067627, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6078066914498141, 'eval_runtime': 8.6265, 'eval_samples_per_second': 873.121, 'eval_steps_per_second': 54.599}
{'eval_loss': 1.6621657609939575, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6076739245884227, 'eval_runtime': 8.6536, 'eval_samples_per_second': 870.392, 'eval_steps_per_second': 54.428}
{'eval_loss': 1.6647146940231323, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.604753053637812, 'eval_runtime': 8.7059, 'eval_samples_per_second': 865.159, 'eval_steps_per_second': 54.101}
{'eval_loss': 1.6605145931243896, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6084705257567711, 'eval_runtime': 8.7689, 'eval_samples_per_second': 858.946, 'eval_steps_per_second': 53.713}
{'eval_loss': 1.656330943107605, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6108603292618162, 'eval_runtime': 8.8085, 'eval_samples_per_second': 855.079, 'eval_steps_per_second': 53.471}
{'eval_loss': 1.6547602415084839, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6086032926181625, 'eval_runtime': 8.7761, 'eval_samples_per_second': 858.24, 'eval_steps_per_second': 53.668}
{'eval_loss': 1.6529591083526611, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.6100637280934679, 'eval_runtime': 8.7236, 'eval_samples_per_second': 863.406, 'eval_steps_per_second': 53.992}
{'eval_loss': 1.653904676437378, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6086032926181625, 'eval_runtime': 8.7025, 'eval_samples_per_second': 865.502, 'eval_steps_per_second': 54.123}
{'eval_loss': 1.650773048400879, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6113913967073819, 'eval_runtime': 8.6301, 'eval_samples_per_second': 872.758, 'eval_steps_per_second': 54.576}
{'eval_loss': 1.6471999883651733, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6119224641529474, 'eval_runtime': 8.6458, 'eval_samples_per_second': 871.175, 'eval_steps_per_second': 54.477}
{'eval_loss': 1.6475063562393188, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6127190653212958, 'eval_runtime': 8.6563, 'eval_samples_per_second': 870.118, 'eval_steps_per_second': 54.411}
{'eval_loss': 1.6396915912628174, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6182952734997345, 'eval_runtime': 8.6605, 'eval_samples_per_second': 869.698, 'eval_steps_per_second': 54.385}
{'eval_loss': 1.631893515586853, 'eval_model_preparation_time': 0.003, 'eval_acc': 0.6147105682421667, 'eval_runtime': 8.7871, 'eval_samples_per_second': 857.167, 'eval_steps_per_second': 53.601}
{'eval_loss': 1.6448390483856201, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6095326606479022, 'eval_runtime': 8.7841, 'eval_samples_per_second': 857.455, 'eval_steps_per_second': 53.619}
{'eval_loss': 1.6458067893981934, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6099309612320765, 'eval_runtime': 8.8159, 'eval_samples_per_second': 854.368, 'eval_steps_per_second': 53.426}
{'eval_loss': 1.6412965059280396, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6103292618162507, 'eval_runtime': 8.726, 'eval_samples_per_second': 863.169, 'eval_steps_per_second': 53.977}
{'eval_loss': 1.632719874382019, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6139139670738184, 'eval_runtime': 8.6953, 'eval_samples_per_second': 866.212, 'eval_steps_per_second': 54.167}
{'eval_loss': 1.6246765851974487, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6182952734997345, 'eval_runtime': 8.7125, 'eval_samples_per_second': 864.505, 'eval_steps_per_second': 54.06}
{'eval_loss': 1.6270335912704468, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6184280403611259, 'eval_runtime': 8.6441, 'eval_samples_per_second': 871.347, 'eval_steps_per_second': 54.488}
{'eval_loss': 1.6261062622070312, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6163037705788635, 'eval_runtime': 8.706, 'eval_samples_per_second': 865.148, 'eval_steps_per_second': 54.1}
{'eval_loss': 1.6261388063430786, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6192246415294742, 'eval_runtime': 8.6882, 'eval_samples_per_second': 866.922, 'eval_steps_per_second': 54.211}
{'eval_loss': 1.6186373233795166, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.619490175252257, 'eval_runtime': 8.7555, 'eval_samples_per_second': 860.26, 'eval_steps_per_second': 53.795}
{'eval_loss': 1.6157526969909668, 'eval_model_preparation_time': 0.0024, 'eval_acc': 0.6184280403611259, 'eval_runtime': 8.7096, 'eval_samples_per_second': 864.793, 'eval_steps_per_second': 54.078}
{'eval_loss': 1.6164333820343018, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6180297397769516, 'eval_runtime': 8.7693, 'eval_samples_per_second': 858.903, 'eval_steps_per_second': 53.71}
{'eval_loss': 1.6198670864105225, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6185608072225173, 'eval_runtime': 8.7552, 'eval_samples_per_second': 860.289, 'eval_steps_per_second': 53.797}
{'eval_loss': 1.6149098873138428, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6240042485395645, 'eval_runtime': 8.7167, 'eval_samples_per_second': 864.09, 'eval_steps_per_second': 54.034}
{'eval_loss': 1.6244317293167114, 'eval_model_preparation_time': 0.0027, 'eval_acc': 0.6149761019649496, 'eval_runtime': 8.7402, 'eval_samples_per_second': 861.769, 'eval_steps_per_second': 53.889}
{'eval_loss': 1.6142469644546509, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6201540095592141, 'eval_runtime': 8.741, 'eval_samples_per_second': 861.682, 'eval_steps_per_second': 53.884}
{'eval_loss': 1.6171925067901611, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.620817843866171, 'eval_runtime': 8.7486, 'eval_samples_per_second': 860.939, 'eval_steps_per_second': 53.837}
{'eval_loss': 1.6066818237304688, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6241370154009559, 'eval_runtime': 8.7845, 'eval_samples_per_second': 857.416, 'eval_steps_per_second': 53.617}
{'eval_loss': 1.6084617376327515, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6232076473712161, 'eval_runtime': 8.8498, 'eval_samples_per_second': 851.094, 'eval_steps_per_second': 53.222}
{'eval_loss': 1.613370656967163, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6214816781731279, 'eval_runtime': 8.783, 'eval_samples_per_second': 857.564, 'eval_steps_per_second': 53.626}
{'eval_loss': 1.603924036026001, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6240042485395645, 'eval_runtime': 8.7587, 'eval_samples_per_second': 859.941, 'eval_steps_per_second': 53.775}
{'eval_loss': 1.6010130643844604, 'eval_model_preparation_time': 0.0022, 'eval_acc': 0.6261285183218269, 'eval_runtime': 8.737, 'eval_samples_per_second': 862.083, 'eval_steps_per_second': 53.909}
{'eval_loss': 1.6040220260620117, 'eval_model_preparation_time': 0.0029, 'eval_acc': 0.6250663834306956, 'eval_runtime': 8.7406, 'eval_samples_per_second': 861.729, 'eval_steps_per_second': 53.887}
{'eval_loss': 1.6002390384674072, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6251991502920871, 'eval_runtime': 8.8216, 'eval_samples_per_second': 853.813, 'eval_steps_per_second': 53.392}
{'eval_loss': 1.6038539409637451, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6217472118959108, 'eval_runtime': 8.7789, 'eval_samples_per_second': 857.968, 'eval_steps_per_second': 53.652}
{'eval_loss': 1.5994062423706055, 'eval_model_preparation_time': 0.0026, 'eval_acc': 0.6241370154009559, 'eval_runtime': 8.7821, 'eval_samples_per_second': 857.652, 'eval_steps_per_second': 53.632}
{'eval_loss': 1.5938867330551147, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6283855549654807, 'eval_runtime': 8.7453, 'eval_samples_per_second': 861.259, 'eval_steps_per_second': 53.857}
{'eval_loss': 1.5940977334976196, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6270578863515667, 'eval_runtime': 8.8089, 'eval_samples_per_second': 855.041, 'eval_steps_per_second': 53.468}
{'eval_loss': 1.594395399093628, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6275889537971322, 'eval_runtime': 8.7801, 'eval_samples_per_second': 857.846, 'eval_steps_per_second': 53.644}
{'eval_loss': 1.595918893814087, 'eval_model_preparation_time': 0.0023, 'eval_acc': 0.6274561869357408, 'eval_runtime': 8.7851, 'eval_samples_per_second': 857.36, 'eval_steps_per_second': 53.613}
{'eval_loss': 1.5958162546157837, 'eval_model_preparation_time': 0.0021, 'eval_acc': 0.6233404142326076, 'eval_runtime': 8.7643, 'eval_samples_per_second': 859.392, 'eval_steps_per_second': 53.741}
